experiment_signature,run_id,condition,query_id,category,question,corpus_chunks,corpus_fingerprint,top_k,expected_provider,expected_model,actual_provider,actual_model,temperature,max_tokens,think,generation_seed,retrieval_time_ns,generation_time_ns,end_to_end_time_ns,retrieved_chunk_ids,relevant_chunk_ids,relevant_retrieved_chunk_ids,retrieval_hit_count,precision_at_5,recall_at_5,citation_valid,citation_retry_count,citation_count,valid_citations,invalid_citations,citation_relevant_count,citation_relevance,answer_word_count,answer,generation_metadata
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,optimized|q04,optimized,q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,10245000,10168608300,10178982800,"[""advanced/response-change-status-code-0"", ""tutorial/path-operation-configuration-1"", ""reference/status-0"", ""tutorial/response-status-code-0"", ""tutorial/response-status-code-3""]","[""advanced/additional-responses-6"", ""advanced/additional-status-codes-0"", ""advanced/additional-status-codes-1"", ""advanced/additional-status-codes-2"", ""advanced/custom-response-4"", ""advanced/custom-response-8"", ""advanced/response-change-status-code-0"", ""advanced/response-change-status-code-1"", ""advanced/response-change-status-code-2"", ""advanced/response-cookies-1"", ""advanced/response-headers-1"", ""reference/response-0"", ""reference/status-0"", ""reference/status-1"", ""tutorial/path-operation-configuration-1"", ""tutorial/response-status-code-0"", ""tutorial/response-status-code-1"", ""tutorial/response-status-code-2"", ""tutorial/response-status-code-3"", ""tutorial/response-status-code-4""]","[""advanced/response-change-status-code-0"", ""tutorial/path-operation-configuration-1"", ""reference/status-0"", ""tutorial/response-status-code-0"", ""tutorial/response-status-code-3""]",5,1.0,0.25,true,1,1,"[""reference/status-0""]",[],1,1.0,40,You can customize the response status code of a FastAPI endpoint by using the `status_code` parameter in the path operation function. This parameter can receive a number with the HTTP status code or an `IntEnum` such as Python's `http.HTTPStatus`. [reference/status-0],"{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 59, ""eval_duration"": 1052767000, ""invalid_citations"": [], ""load_duration"": 2203700, ""prompt_eval_count"": 1609, ""prompt_eval_duration"": 1224527000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2289010600, ""truncation_retries"": 0, ""valid_citations"": [""reference/status-0""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,semantic|q04,semantic,q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,20032100,10138063700,10158251000,"[""advanced/additional-status-codes-0"", ""tutorial/path-operation-configuration-1"", ""tutorial/response-status-code-0"", ""advanced/response-change-status-code-2"", ""advanced/additional-status-codes-1""]","[""advanced/additional-responses-6"", ""advanced/additional-status-codes-0"", ""advanced/additional-status-codes-1"", ""advanced/additional-status-codes-2"", ""advanced/custom-response-4"", ""advanced/custom-response-8"", ""advanced/response-change-status-code-0"", ""advanced/response-change-status-code-1"", ""advanced/response-change-status-code-2"", ""advanced/response-cookies-1"", ""advanced/response-headers-1"", ""reference/response-0"", ""reference/status-0"", ""reference/status-1"", ""tutorial/path-operation-configuration-1"", ""tutorial/response-status-code-0"", ""tutorial/response-status-code-1"", ""tutorial/response-status-code-2"", ""tutorial/response-status-code-3"", ""tutorial/response-status-code-4""]","[""advanced/additional-status-codes-0"", ""tutorial/path-operation-configuration-1"", ""tutorial/response-status-code-0"", ""advanced/response-change-status-code-2"", ""advanced/additional-status-codes-1""]",5,1.0,0.25,true,1,1,"[""advanced/response-change-status-code-2""]",[],1,1.0,35,You can customize the response status code of a FastAPI endpoint by either setting the `status_code` parameter in your *path operation function* or by returning a `Response` object directly and setting the `status_code` directly. [advanced/response-change-status-code-2],"{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 56, ""eval_duration"": 1017093000, ""invalid_citations"": [], ""load_duration"": 2092300, ""prompt_eval_count"": 1813, ""prompt_eval_duration"": 1249826000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2284195300, ""truncation_retries"": 0, ""valid_citations"": [""advanced/response-change-status-code-2""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,optimized|q05,optimized,q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,10712700,8733927300,8744779700,"[""tutorial/dependencies/dependencies-in-path-operation-decorators-4"", ""reference/exceptions-0"", ""tutorial/dependencies/dependencies-with-yield-7"", ""tutorial/dependencies/dependencies-with-yield-5"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-2""]","[""advanced/advanced-dependencies-11"", ""advanced/advanced-dependencies-6"", ""reference/exceptions-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-4"", ""tutorial/dependencies/dependencies-with-yield-5"", ""tutorial/dependencies/dependencies-with-yield-6"", ""tutorial/dependencies/dependencies-with-yield-7"", ""tutorial/dependencies/dependencies-with-yield-8"", ""tutorial/handling-errors-0"", ""tutorial/handling-errors-1"", ""tutorial/handling-errors-11"", ""tutorial/handling-errors-12"", ""tutorial/handling-errors-3"", ""tutorial/handling-errors-4"", ""tutorial/handling-errors-6"", ""tutorial/handling-errors-7"", ""tutorial/handling-errors-8"", ""tutorial/handling-errors-9""]","[""tutorial/dependencies/dependencies-in-path-operation-decorators-4"", ""reference/exceptions-0"", ""tutorial/dependencies/dependencies-with-yield-7"", ""tutorial/dependencies/dependencies-with-yield-5""]",4,0.8,0.2222222222222222,true,1,1,"[""tutorial/dependencies/dependencies-with-yield-7""]",[],1,1.0,55,You can use the same dependency functions you use normally and raise HTTP exceptions like `HTTPException` from anywhere in your code to abort a request and show the error to the client. HTTP exceptions can be imported directly from `fastapi` and you should re-raise the original exception if caught in a dependency with `yield`. [tutorial/dependencies/dependencies-with-yield-7],"{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 78, ""eval_duration"": 1354988000, ""invalid_citations"": [], ""load_duration"": 2277900, ""prompt_eval_count"": 1440, ""prompt_eval_duration"": 1361947000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2729145200, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/dependencies/dependencies-with-yield-7""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,semantic|q05,semantic,q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,18355100,8567527800,8586019100,"[""tutorial/handling-errors-9"", ""tutorial/handling-errors-8"", ""deployment/concepts-14"", ""tutorial/handling-errors-7"", ""reference/exceptions-0""]","[""advanced/advanced-dependencies-11"", ""advanced/advanced-dependencies-6"", ""reference/exceptions-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-4"", ""tutorial/dependencies/dependencies-with-yield-5"", ""tutorial/dependencies/dependencies-with-yield-6"", ""tutorial/dependencies/dependencies-with-yield-7"", ""tutorial/dependencies/dependencies-with-yield-8"", ""tutorial/handling-errors-0"", ""tutorial/handling-errors-1"", ""tutorial/handling-errors-11"", ""tutorial/handling-errors-12"", ""tutorial/handling-errors-3"", ""tutorial/handling-errors-4"", ""tutorial/handling-errors-6"", ""tutorial/handling-errors-7"", ""tutorial/handling-errors-8"", ""tutorial/handling-errors-9""]","[""tutorial/handling-errors-9"", ""tutorial/handling-errors-8"", ""tutorial/handling-errors-7"", ""reference/exceptions-0""]",4,0.8,0.2222222222222222,true,1,1,"[""tutorial/handling-errors-9""]",[],1,1.0,44,"To handle errors and raise HTTP exceptions in FastAPI, you can override the default exception handlers by importing and using `HTTPException` from `fastapi`. This allows you to customize the error responses, such as returning plain text responses instead of JSON for certain errors. [tutorial/handling-errors-9]","{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 63, ""eval_duration"": 1118409000, ""invalid_citations"": [], ""load_duration"": 2323400, ""prompt_eval_count"": 1513, ""prompt_eval_duration"": 1196839000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2327600900, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/handling-errors-9""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,no_rag|q05,no_rag,q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,,571362900,571362900,[],"[""advanced/advanced-dependencies-11"", ""advanced/advanced-dependencies-6"", ""reference/exceptions-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-4"", ""tutorial/dependencies/dependencies-with-yield-5"", ""tutorial/dependencies/dependencies-with-yield-6"", ""tutorial/dependencies/dependencies-with-yield-7"", ""tutorial/dependencies/dependencies-with-yield-8"", ""tutorial/handling-errors-0"", ""tutorial/handling-errors-1"", ""tutorial/handling-errors-11"", ""tutorial/handling-errors-12"", ""tutorial/handling-errors-3"", ""tutorial/handling-errors-4"", ""tutorial/handling-errors-6"", ""tutorial/handling-errors-7"", ""tutorial/handling-errors-8"", ""tutorial/handling-errors-9""]",[],,,,,,,[],[],,,19,"Use the `raise_from_exception` decorator to propagate exceptions as HTTP errors, and define exception handlers in the API route definitions.","{""done_reason"": ""stop"", ""eval_count"": 26, ""eval_duration"": 415515000, ""load_duration"": 1600900, ""prompt_eval_count"": 80, ""prompt_eval_duration"": 130211000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 569432700}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,semantic|q06,semantic,q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,19587000,11858593200,11878294200,"[""reference/dependencies-1"", ""tutorial/dependencies/index-5"", ""index-42"", ""tutorial/dependencies/sub-dependencies-4"", ""advanced/advanced-dependencies-5""]","[""advanced/advanced-dependencies-5"", ""features-9"", ""reference/dependencies-0"", ""reference/dependencies-1"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/classes-as-dependencies-5"", ""tutorial/dependencies/classes-as-dependencies-9"", ""tutorial/dependencies/index-3"", ""tutorial/dependencies/index-4"", ""tutorial/dependencies/index-5"", ""tutorial/dependencies/index-6"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/first-steps-10"", ""tutorial/security/get-current-user-2"", ""tutorial/security/get-current-user-4""]","[""reference/dependencies-1"", ""tutorial/dependencies/index-5"", ""tutorial/dependencies/sub-dependencies-4"", ""advanced/advanced-dependencies-5""]",4,0.8,0.2222222222222222,true,1,1,"[""reference/dependencies-1""]",[],1,1.0,65,"The `Depends()` function in FastAPI can be used to declare a reusable dependency. You pass a callable as a parameter to `Depends()`, and this callable is used to create the dependency. The callable is not called directly with `Depends()`, but rather the callable itself is passed as a parameter. This way, you can use the same dependency multiple times for the same path operation. [reference/dependencies-1]","{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 89, ""eval_duration"": 1587228000, ""invalid_citations"": [], ""load_duration"": 1720400, ""prompt_eval_count"": 1717, ""prompt_eval_duration"": 1223808000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2825361300, ""truncation_retries"": 0, ""valid_citations"": [""reference/dependencies-1""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,no_rag|q06,no_rag,q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,,548513200,548513200,[],"[""advanced/advanced-dependencies-5"", ""features-9"", ""reference/dependencies-0"", ""reference/dependencies-1"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/classes-as-dependencies-5"", ""tutorial/dependencies/classes-as-dependencies-9"", ""tutorial/dependencies/index-3"", ""tutorial/dependencies/index-4"", ""tutorial/dependencies/index-5"", ""tutorial/dependencies/index-6"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/first-steps-10"", ""tutorial/security/get-current-user-2"", ""tutorial/security/get-current-user-4""]",[],,,,,,,[],[],,,16,"Define the dependency function, annotate it with `Depends`, and use it in route functions with `Depends`.","{""done_reason"": ""stop"", ""eval_count"": 24, ""eval_duration"": 392527000, ""load_duration"": 2220600, ""prompt_eval_count"": 80, ""prompt_eval_duration"": 130550999, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 546391100}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,optimized|q06,optimized,q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,9757300,9611303500,9621179100,"[""reference/dependencies-1"", ""reference/dependencies-0"", ""tutorial/dependencies/index-4"", ""advanced/security/oauth2-scopes-5"", ""tutorial/dependencies/index-5""]","[""advanced/advanced-dependencies-5"", ""features-9"", ""reference/dependencies-0"", ""reference/dependencies-1"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/classes-as-dependencies-5"", ""tutorial/dependencies/classes-as-dependencies-9"", ""tutorial/dependencies/index-3"", ""tutorial/dependencies/index-4"", ""tutorial/dependencies/index-5"", ""tutorial/dependencies/index-6"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/first-steps-10"", ""tutorial/security/get-current-user-2"", ""tutorial/security/get-current-user-4""]","[""reference/dependencies-1"", ""reference/dependencies-0"", ""tutorial/dependencies/index-4"", ""tutorial/dependencies/index-5""]",4,0.8,0.2222222222222222,true,1,1,"[""tutorial/dependencies/index-5""]",[],1,1.0,32,"The `Depends()` function in FastAPI can be used to declare a reusable dependency, as shown in the tutorial where a dependency function `get_current_active_user` is used with `Depends` to declare a sub-dependency. [tutorial/dependencies/index-5]","{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 56, ""eval_duration"": 1000594000, ""invalid_citations"": [], ""load_duration"": 2394600, ""prompt_eval_count"": 1521, ""prompt_eval_duration"": 1195855000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2210345900, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/dependencies/index-5""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,no_rag|q07,no_rag,q07,dependencies,How can one FastAPI dependency depend on another dependency?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,,456350000,456350000,[],"[""advanced/security/oauth2-scopes-11"", ""advanced/security/oauth2-scopes-5"", ""features-9"", ""tutorial/background-tasks-4"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-3"", ""tutorial/dependencies/dependencies-with-yield-3"", ""tutorial/dependencies/dependencies-with-yield-4"", ""tutorial/dependencies/sub-dependencies-0"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/get-current-user-2""]",[],,,,,,,[],[],,,18,"Create a dependency function that depends on another, and use the outer dependency function in the inner one.","{""done_reason"": ""stop"", ""eval_count"": 21, ""eval_duration"": 339342000, ""load_duration"": 1706300, ""prompt_eval_count"": 78, ""prompt_eval_duration"": 96973000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 454148900}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,optimized|q07,optimized,q07,dependencies,How can one FastAPI dependency depend on another dependency?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,14257000,10760538600,10775040100,"[""tutorial/dependencies/dependencies-with-yield-2"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/security/get-current-user-2"", ""advanced/testing-dependencies-3"", ""tutorial/background-tasks-4""]","[""advanced/security/oauth2-scopes-11"", ""advanced/security/oauth2-scopes-5"", ""features-9"", ""tutorial/background-tasks-4"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-3"", ""tutorial/dependencies/dependencies-with-yield-3"", ""tutorial/dependencies/dependencies-with-yield-4"", ""tutorial/dependencies/sub-dependencies-0"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/get-current-user-2""]","[""tutorial/dependencies/sub-dependencies-2"", ""tutorial/security/get-current-user-2"", ""tutorial/background-tasks-4""]",3,0.6,0.21428571428571427,true,1,1,"[""tutorial/security/get-current-user-2""]",[],1,1.0,28,"A dependency can depend on another dependency by declaring the other dependency as a parameter, as shown in the example where `get_current_user` depends on the `oauth2_scheme` dependency. [tutorial/security/get-current-user-2]","{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 47, ""eval_duration"": 886432000, ""invalid_citations"": [], ""load_duration"": 2636200, ""prompt_eval_count"": 1759, ""prompt_eval_duration"": 1225558000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2128500500, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/security/get-current-user-2""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,semantic|q07,semantic,q07,dependencies,How can one FastAPI dependency depend on another dependency?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,27734900,5988398600,6016301500,"[""index-42"", ""reference/dependencies-1"", ""tutorial/dependencies/sub-dependencies-0"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/index-0""]","[""advanced/security/oauth2-scopes-11"", ""advanced/security/oauth2-scopes-5"", ""features-9"", ""tutorial/background-tasks-4"", ""tutorial/dependencies/classes-as-dependencies-3"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-3"", ""tutorial/dependencies/dependencies-with-yield-3"", ""tutorial/dependencies/dependencies-with-yield-4"", ""tutorial/dependencies/sub-dependencies-0"", ""tutorial/dependencies/sub-dependencies-1"", ""tutorial/dependencies/sub-dependencies-2"", ""tutorial/dependencies/sub-dependencies-3"", ""tutorial/dependencies/sub-dependencies-4"", ""tutorial/security/get-current-user-2""]","[""tutorial/dependencies/sub-dependencies-0"", ""tutorial/dependencies/sub-dependencies-3""]",2,0.4,0.14285714285714285,true,1,1,"[""tutorial/dependencies/sub-dependencies-3""]",[],1,1.0,28,"You can create dependencies that have sub-dependencies by using the `Depends()` function, as demonstrated in the tutorial where `query_extractor` is a sub-dependency of `query_or_cookie_extractor`, as shown in [tutorial/dependencies/sub-dependencies-3].","{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 54, ""eval_duration"": 984397000, ""invalid_citations"": [], ""load_duration"": 2704900, ""prompt_eval_count"": 1064, ""prompt_eval_duration"": 1170826000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2171238700, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/dependencies/sub-dependencies-3""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,optimized|q08,optimized,q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,14439900,8709030000,8723614500,"[""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""advanced/security/oauth2-scopes-17"", ""tutorial/path-operation-configuration-0"", ""tutorial/first-steps-26""]","[""advanced/security/oauth2-scopes-17"", ""tutorial/bigger-applications-9"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-2"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-5""]","[""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""advanced/security/oauth2-scopes-17""]",3,0.6,0.5,true,1,1,"[""tutorial/dependencies/dependencies-in-path-operation-decorators-0""]",[],1,1.0,24,The `dependencies` parameter can be added to the *path operation decorator* to execute dependencies without passing their values to the *path operation function* [tutorial/dependencies/dependencies-in-path-operation-decorators-0].,"{""citation_count"": 1, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 45, ""eval_duration"": 833715000, ""invalid_citations"": [], ""load_duration"": 3163700, ""prompt_eval_count"": 1611, ""prompt_eval_duration"": 1394669000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2244330000, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/dependencies/dependencies-in-path-operation-decorators-0""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,semantic|q08,semantic,q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,5,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,29310000,10351983000,10381466200,"[""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/index-3"", ""tutorial/bigger-applications-9"", ""tutorial/dependencies/global-dependencies-0""]","[""advanced/security/oauth2-scopes-17"", ""tutorial/bigger-applications-9"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-2"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-5""]","[""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/bigger-applications-9""]",3,0.6,0.5,true,1,2,"[""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0""]",[],2,1.0,24,"You can add dependencies to a path operation decorator by including a list of `Depends()` in the decorator, as described in [tutorial/dependencies/dependencies-in-path-operation-decorators-1] and [tutorial/dependencies/dependencies-in-path-operation-decorators-0].","{""citation_count"": 2, ""citation_retry_count"": 1, ""citation_valid"": true, ""done_reason"": ""stop"", ""effective_max_tokens"": 256, ""eval_count"": 57, ""eval_duration"": 1014630000, ""invalid_citations"": [], ""load_duration"": 2150800, ""prompt_eval_count"": 1927, ""prompt_eval_duration"": 1250776000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 2283446100, ""truncation_retries"": 0, ""valid_citations"": [""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0""]}"
67797253ce57ea43fce43af34b004d4780e9f24c8a6a1e248500cb7761db1677,no_rag|q08,no_rag,q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,1305,e08b47b55d7237f38bcaba48c79a468a40b92e4f3120e968ae9ece999f5e8c2d,,ollama,qwen2.5:3b,ollama,qwen2.5:3b,0.0,256,false,42,,505087500,505087500,[],"[""advanced/security/oauth2-scopes-17"", ""tutorial/bigger-applications-9"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-0"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-1"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-2"", ""tutorial/dependencies/dependencies-in-path-operation-decorators-5""]",[],,,,,,,[],[],,,16,Use the `Depends` function to inject dependencies without requiring them in the path operation's return type.,"{""done_reason"": ""stop"", ""eval_count"": 22, ""eval_duration"": 347100000, ""load_duration"": 1621300, ""prompt_eval_count"": 86, ""prompt_eval_duration"": 132496000, ""requested_max_tokens"": 256, ""requested_seed"": 42, ""requested_temperature"": 0.0, ""thinking_enabled"": false, ""total_duration"": 503125500}"
