blind_id,question,answer,correctness,completeness,clarity,hallucination_present,notes
Q-CA1895AC637D,How can I apply a dependency to every path operation in a FastAPI application?,Use the `dependencies` parameter in the route decorator to apply a dependency to every path operation.,2,2,2,0,
Q-6938EB9F4A6F,How can I create and validate JWT access tokens in FastAPI?,Create tokens with `pyjwt` library and validate them in FastAPI using `pyjwt` and `fastapi-security`.,2,2,2,0,
Q-1D03C3B5E9CF,How can one FastAPI dependency depend on another dependency?,"You can create dependencies that have sub-dependencies by using the `Depends()` function, as demonstrated in the tutorial where `query_extractor` is a sub-dependency of `query_or_cookie_extractor`, as shown in.",1,1,1,0,Resposta parcialmente relevante
Q-872E12A625FB,How can I declare and validate query parameters in FastAPI?,You can declare and validate query parameters in FastAPI by creating a Pydantic model for the query parameters and then declaring the parameter as `Query`. This allows you to re-use the model in multiple places and also to declare validations and metadata for all the parameters at once.,2,2,2,0,
Q-A049362A5634,How do I declare a reusable dependency with Depends in FastAPI?,"The `Depends()` function in FastAPI can be used to declare a reusable dependency, as shown in the tutorial where a dependency function `get_current_active_user` is used with `Depends` to declare a sub-dependency.",2,2,2,0,
Q-1D48DE1F09D3,How can I create and validate JWT access tokens in FastAPI?,"To create and validate JWT access tokens in FastAPI, you can use the `PyJWT` library directly, as **FastAPI** doesn't require any complex mechanisms to integrate external packages. You can use the `create_access_token` function provided by FastAPI to create JWT tokens and the `OAuth2PasswordBearer` class to handle the token validation.",2,2,2,0,
Q-4074347692CF,How can I declare and validate query parameters in FastAPI?,"You can declare and validate query parameters in FastAPI by using the `Query` function inside an `Annotated` function, specifying the type and additional validation such as `max_length`. This is demonstrated in the documentation.",2,2,2,0,
Q-8FEBA928D81F,How do OAuth2 scopes work with FastAPI Security dependencies?,"OAuth2 scopes work with FastAPI Security dependencies by using the `SecurityScopes` class, which is imported from `fastapi.security`. This allows you to specify the required scopes for a dependency, ensuring that only users with the appropriate scopes can access the secured functionality.",2,2,2,0,
Q-F6F666818E89,How do I configure CORS to allow requests from specific origins in FastAPI?,"You can configure CORS to allow requests from specific origins in FastAPI by importing `CORSMiddleware`, creating a list of allowed origins (as strings), and adding it as a middleware to your FastAPI application.",2,2,2,0,
Q-586CF9555252,How can I configure trusted hosts or HTTPS redirection middleware in FastAPI?,"You can configure `TrustedHostMiddleware` in FastAPI by specifying the `allowed_hosts` argument to allow certain domain names, and setting `www_redirect` to `True` to redirect non-www to www versions of the allowed hosts. For enforcing HTTPS, you can use `HTTPSRedirectMiddleware` by ensuring all incoming requests are either `https` or `wss`.",2,2,2,0,
Q-B99BBE679C06,How do I create a WebSocket endpoint in FastAPI?,Define a WebSocket endpoint using `WebSocket` in the route handler and use `WebSocketRoute` for route registration.,2,2,2,0,
Q-E34B11436F2E,How do I test FastAPI endpoints using TestClient?,"You can use the `TestClient` class to test FastAPI applications without creating an actual HTTP and socket connection, just communicating directly with the FastAPI code. Import it directly from `fastapi.testclient`.",2,2,2,0,
Q-D133442B7542,How can I override dependencies during FastAPI tests?,"Override dependencies in tests by defining a pytest fixture that returns the desired dependency, ensuring it's used in your test functions.",2,2,2,0,
Q-7C313B58852E,How can I create and validate JWT access tokens in FastAPI?,"To create and validate JWT access tokens in FastAPI, you can import the necessary modules and use the `SECRET_KEY`, `ALGORITHM`, and `ACCESS_TOKEN_EXPIRE_MINUTES` variables defined earlier. You can then create a utility function to generate a new access token and another function to validate the token, as shown in the tutorials and features documentation.",2,2,2,0,
Q-9560DDF5B47D,How can a FastAPI application manage multiple WebSocket clients and disconnected connections?,A FastAPI application can manage multiple WebSocket clients and disconnected connections by catching the `WebSocketDisconnect` exception and broadcasting messages to the remaining connected clients.,2,2,2,0,
Q-0B916C635840,How can I declare and validate query parameters in FastAPI?,Use the `Query` function from FastAPI to declare and validate query parameters.,2,1,1,0,
Q-110A30DEFA41,How can I deploy a FastAPI application in a Docker container?,"Build your FastAPI application, create a Dockerfile, and use Docker to containerize your application.",2,2,2,0,
Q-599612CE1BCB,What are workers and when should I use multiple worker processes to run FastAPI?,Workers are multiple processes of the same application that run in parallel to distribute requests among them. You should use multiple worker processes to run FastAPI when you have more clients than a single process can handle and your server has multiple cores.,2,2,2,0,
Q-5A74211B8773,How do I create a basic FastAPI application and define my first path operation?,"Create a FastAPI application, define a route using `router`, and use the `@router.post` decorator to define a path operation.",2,2,2,0,
Q-C29FD2F6987B,Can FastAPI dependencies add tasks to the same BackgroundTasks object?,"Yes, FastAPI dependencies can add tasks to the same BackgroundTasks object.",2,1,1,0,
Q-014851B82DDB,How can I configure trusted hosts or HTTPS redirection middleware in FastAPI?,You can configure the TrustedHostMiddleware and HTTPSRedirectMiddleware in FastAPI by importing them from `fastapi` and applying them to your application as middleware. Refer to for more details.,2,2,2,0,
Q-ABA88B34C8B3,How do I test FastAPI endpoints using TestClient?,"You can test FastAPI endpoints using the `TestClient` class by importing it from `fastapi.testclient` and creating a `TestClient` object by passing your FastAPI application to it. Then, you can use the `TestClient` object to call your FastAPI endpoints, similar to how you would use `httpx` for making HTTP requests.",2,2,2,0,
Q-CE3BCD6B1C7E,How can I apply a dependency to every path operation in a FastAPI application?,"You can apply a dependency to every path operation in a FastAPI application by adding the dependency to the `FastAPI` application itself, similar to how you add `dependencies` to the *path operation decorators*.",2,2,2,0,
Q-975C3CB23678,How do OAuth2 scopes work with FastAPI Security dependencies?,OAuth2 scopes work with FastAPI Security dependencies by declaring the OAuth2 security scheme with a `dict` of scopes and their descriptions. This allows the scopes to be shown in the API docs and enables users to select which scopes they want to grant access to.,2,2,2,0,
Q-29CA00A48738,How can I customize or extend the generated OpenAPI schema in FastAPI?,"There are some cases where you might need to modify the generated OpenAPI schema. In this section you will see how. demonstrates how to extend the OpenAPI schema. shows how to add a custom `x-logo` to the `info` ""object"" in the OpenAPI schema. explains how to cache the OpenAPI schema to avoid generating it on each request.",2,2,2,0,
Q-B49DF875AFF1,How do I configure CORS to allow requests from specific origins in FastAPI?,"You can configure CORS to allow requests from specific origins in FastAPI by setting the `allow_origins` parameter in the `CORSMiddleware`. For example, you can set it to a list of origins that should be permitted to make cross-origin requests, such as `['https://example.org', 'https://www.example.org']`. You can also use `['*']` to allow any origin.",2,2,2,0,
