query_id,category,question,candidate_order,chunk_id,source_path,section_title,content,adjudicator,adjudicated_relevance,adjudication_notes
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,9,advanced/security/oauth2-scopes-6,advanced/security/oauth2-scopes.md,Declare scopes in *path operations* and dependencies { #declare-scopes-in-path-operations-and-dependencies },"/// note | Technical Details

`Security` is actually a subclass of `Depends`, and it has just one extra parameter that we'll see later.

But by using `Security` instead of `Depends`, **FastAPI** will know that it can declare security scopes, use them internally, and document the API with OpenAPI.

But when you import `Query`, `Path`, `Depends`, `Security` and others from `fastapi`, those are actually functions that return special classes.

///",gabriela,0,
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,12,tutorial/background-tasks-4,tutorial/background-tasks.md,Dependency Injection { #dependency-injection },"## Dependency Injection { #dependency-injection }

Using `BackgroundTasks` also works with the dependency injection system, you can declare a parameter of type `BackgroundTasks` at multiple levels: in a *path operation function*, in a dependency (dependable), in a sub-dependency, etc.

**FastAPI** knows what to do in each case and how to reuse the same object, so that all the background tasks are merged together and are run in the background afterwards:


{* ../../docs_src/background_tasks/tutorial002_an_py310.py hl[13,15,22,25] *}


In this example, the messages will be written to the `log.txt` file *after* the response is sent.

If there was a query in the request, it will be written to the log in a background task.

And then another background task generated at the *path operation function* will write a message using the `email` path parameter.",gabriela,0,
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,18,tutorial/dependencies/sub-dependencies-4,tutorial/dependencies/sub-dependencies.md,Using the same dependency multiple times { #using-the-same-dependency-multiple-times },"## Using the same dependency multiple times { #using-the-same-dependency-multiple-times }

If one of your dependencies is declared multiple times for the same *path operation*, for example, multiple dependencies have a common sub-dependency, **FastAPI** will know to call that sub-dependency only once per request.

And it will save the returned value in a <dfn title=""A utility/system to store computed/generated values, to reuse them instead of computing them again."">""cache""</dfn> and pass it to all the ""dependants"" that need it in that specific request, instead of calling the dependency multiple times for the same request.

In an advanced scenario where you know you need the dependency to be called at every step (possibly multiple times) in the same request instead of using the ""cached"" value, you can set the parameter `use_cache=False` when using `Depends`:

//// tab | Python 3.10+

```Python hl_lines=""1""
async def needy_dependency(fresh_value: Annotated[str, Depends(get_value, use_cache=False)]):
    return {""fresh_value"": fresh_value}
```

////

//// tab | Python 3.10+ non-Annotated

/// tip

Prefer to use the `Annotated` version if possible.

///

```Python hl_lines=""1""
async def needy_dependency(fresh_value: str = Depends(get_value, use_cache=False)):
    return {""fresh_value"": fresh_value}
```

////",gabriela,1,
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,21,index-42,index.md,Dependencies { #dependencies },"## Dependencies { #dependencies }

FastAPI depends on Pydantic and Starlette.",gabriela,0,
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,25,advanced/advanced-dependencies-5,advanced/advanced-dependencies.md,Use the instance as a dependency { #use-the-instance-as-a-dependency },"## Use the instance as a dependency { #use-the-instance-as-a-dependency }

Then, we could use this `checker` in a `Depends(checker)`, instead of `Depends(FixedContentQueryChecker)`, because the dependency is the instance, `checker`, not the class itself.

And when solving the dependency, **FastAPI** will call this `checker` like:

```Python
checker(q=""somequery"")
```

...and pass whatever that returns as the value of the dependency in our *path operation function* as the parameter `fixed_content_included`:

{* ../../docs_src/dependencies/tutorial011_an_py310.py hl[22] *}

/// tip

All this might seem contrived. And it might not be very clear how it is useful yet.

These examples are intentionally simple, but show how it all works.

In the chapters about security, there are utility functions that are implemented in this same way.

If you understood all this, you already know how those utility tools for security work underneath.

///",gabriela,1,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,15,tutorial/dependencies/index-7,tutorial/dependencies/index.md,Share `Annotated` dependencies { #share-annotated-dependencies },"## Share `Annotated` dependencies { #share-annotated-dependencies }

In the examples above, you see that there's a tiny bit of **code duplication**.

When you need to use the `common_parameters()` dependency, you have to write the whole parameter with the type annotation and `Depends()`:

```Python
commons: Annotated[dict, Depends(common_parameters)]
```

But because we are using `Annotated`, we can store that `Annotated` value in a variable and use it in multiple places:

{* ../../docs_src/dependencies/tutorial001_02_an_py310.py hl[12,16,21] *}

/// tip

This is just standard Python, it's called a ""type alias"", it's actually not specific to **FastAPI**.

But because **FastAPI** is based on the Python standards, including `Annotated`, you can use this trick in your code. 😎

///

The dependencies will keep working as expected, and the **best part** is that the **type information will be preserved**, which means that your editor will be able to keep providing you with **autocompletion**, **inline errors**, etc. The same for other tools like `mypy`.

This will be especially useful when you use it in a **large code base** where you use **the same dependencies** over and over again in **many *path operations***.",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,16,advanced/testing-dependencies-1,advanced/testing-dependencies.md,Overriding dependencies during testing { #overriding-dependencies-during-testing },"## Overriding dependencies during testing { #overriding-dependencies-during-testing }

There are some scenarios where you might want to override a dependency during testing.

You don't want the original dependency to run (nor any of the sub-dependencies it might have).

Instead, you want to provide a different dependency that will be used only during tests (possibly only some specific tests), and will provide a value that can be used where the value of the original dependency was used.",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,17,fastapi-cli-10,fastapi-cli.md,`fastapi run` { #fastapi-run },"## `fastapi run` { #fastapi-run }

Executing `fastapi run` starts FastAPI in production mode.

By default, **auto-reload** is disabled. It also listens on the IP address `0.0.0.0`, which means all the available IP addresses, this way it will be publicly accessible to anyone that can communicate with the machine. This is how you would normally run it in production, for example, in a container.

In most cases you would (and should) have a ""termination proxy"" handling HTTPS for you on top, this will depend on how you deploy your application, your provider might do this for you, or you might need to set it up yourself.

/// tip

You can learn more about it in the [deployment documentation](deployment/index.md).

///",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,18,tutorial/dependencies/dependencies-in-path-operation-decorators-7,tutorial/dependencies/dependencies-in-path-operation-decorators.md,Global Dependencies { #global-dependencies },"## Global Dependencies { #global-dependencies }

Next we will see how to add dependencies to the whole `FastAPI` application, so that they apply to each *path operation*.",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,19,advanced/settings-8,advanced/settings.md,Settings in a dependency { #settings-in-a-dependency },"## Settings in a dependency { #settings-in-a-dependency }

In some occasions it might be useful to provide the settings from a dependency, instead of having a global object with `settings` that is used everywhere.

This could be especially useful during testing, as it's very easy to override a dependency with your own custom settings.",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,25,advanced/advanced-dependencies-5,advanced/advanced-dependencies.md,Use the instance as a dependency { #use-the-instance-as-a-dependency },"## Use the instance as a dependency { #use-the-instance-as-a-dependency }

Then, we could use this `checker` in a `Depends(checker)`, instead of `Depends(FixedContentQueryChecker)`, because the dependency is the instance, `checker`, not the class itself.

And when solving the dependency, **FastAPI** will call this `checker` like:

```Python
checker(q=""somequery"")
```

...and pass whatever that returns as the value of the dependency in our *path operation function* as the parameter `fixed_content_included`:

{* ../../docs_src/dependencies/tutorial011_an_py310.py hl[22] *}

/// tip

All this might seem contrived. And it might not be very clear how it is useful yet.

These examples are intentionally simple, but show how it all works.

In the chapters about security, there are utility functions that are implemented in this same way.

If you understood all this, you already know how those utility tools for security work underneath.

///",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,26,advanced/security/oauth2-scopes-13,advanced/security/oauth2-scopes.md,Dependency tree and scopes { #dependency-tree-and-scopes },"/// tip

The important and ""magic"" thing here is that `get_current_user` will have a different list of `scopes` to check for each *path operation*.

All depending on the `scopes` declared in each *path operation* and each dependency in the dependency tree for that specific *path operation*.

///",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,28,tutorial/dependencies/sub-dependencies-1,tutorial/dependencies/sub-dependencies.md,"First dependency ""dependable"" { #first-dependency-dependable }","## First dependency ""dependable"" { #first-dependency-dependable }

You could create a first dependency (""dependable"") like:

{* ../../docs_src/dependencies/tutorial005_an_py310.py hl[8:9] *}

It declares an optional query parameter `q` as a `str`, and then it just returns it.

This is quite simple (not very useful), but will help us focus on how the sub-dependencies work.",gabriela,1,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,30,tutorial/dependencies/index-2,tutorial/dependencies/index.md,First Steps { #first-steps },"## First Steps { #first-steps }

Let's see a very simple example. It will be so simple that it is not very useful, for now.

But this way we can focus on how the **Dependency Injection** system works.",gabriela,0,
q07,dependencies,How can one FastAPI dependency depend on another dependency?,31,tutorial/security/first-steps-10,tutorial/security/first-steps.md,Use it { #use-it },"### Use it { #use-it }

Now you can pass that `oauth2_scheme` in a dependency with `Depends`.

{* ../../docs_src/security/tutorial001_an_py310.py hl[12] *}

This dependency will provide a `str` that is assigned to the parameter `token` of the *path operation function*.

**FastAPI** will know that it can use this dependency to define a ""security scheme"" in the OpenAPI schema (and the automatic API docs).

/// note | Technical Details

**FastAPI** will know that it can use the class `OAuth2PasswordBearer` (declared in a dependency) to define the security scheme in OpenAPI because it inherits from `fastapi.security.oauth2.OAuth2`, which in turn inherits from `fastapi.security.base.SecurityBase`.

All the security utilities that integrate with OpenAPI (and the automatic API docs) inherit from `SecurityBase`, that's how **FastAPI** can know how to integrate them in OpenAPI.

///",gabriela,0,
q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,5,tutorial/bigger-applications-8,tutorial/bigger-applications.md,Another module with `APIRouter` { #another-module-with-apirouter },"## Another module with `APIRouter` { #another-module-with-apirouter }

Let's say you also have the endpoints dedicated to handling ""items"" from your application in the module at `app/routers/items.py`.

You have *path operations* for:

* `/items/`
* `/items/{item_id}`

It's all the same structure as with `app/routers/users.py`.

But we want to be smarter and simplify the code a bit.

We know all the *path operations* in this module have the same:

* Path `prefix`: `/items`.
* `tags`: (just one tag: `items`).
* Extra `responses`.
* `dependencies`: they all need that `X-Token` dependency we created.

So, instead of adding all that to each *path operation*, we can add it to the `APIRouter`.

{* ../../docs_src/bigger_applications/app_an_py310/routers/items.py hl[5:10,16,21] title[""app/routers/items.py""] *}

As the path of each *path operation* has to start with `/`, like in:

```Python hl_lines=""1""
@router.get(""/{item_id}"")
async def read_item(item_id: str):
    ...
```

...the prefix must not include a final `/`.

So, the prefix in this case is `/items`.

We can also add a list of `tags` and extra `responses` that will be applied to all the *path operations* included in this router.",gabriela,0,
q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,13,reference/dependencies-0,reference/dependencies.md,Dependencies - `Depends()` and `Security()`,# Dependencies - `Depends()` and `Security()`,gabriela,0,
q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,15,advanced/security/oauth2-scopes-5,advanced/security/oauth2-scopes.md,Declare scopes in *path operations* and dependencies { #declare-scopes-in-path-operations-and-dependencies },"## Declare scopes in *path operations* and dependencies { #declare-scopes-in-path-operations-and-dependencies }

Now we declare that the *path operation* for `/users/me/items/` requires the scope `items`.

For this, we import and use `Security` from `fastapi`.

You can use `Security` to declare dependencies (just like `Depends`), but `Security` also receives a parameter `scopes` with a list of scopes (strings).

In this case, we pass a dependency function `get_current_active_user` to `Security` (the same way we would do with `Depends`).

But we also pass a `list` of scopes, in this case with just one scope: `items` (it could have more).

And the dependency function `get_current_active_user` can also declare sub-dependencies, not only with `Depends` but also with `Security`. Declaring its own sub-dependency function (`get_current_user`), and more scope requirements.

In this case, it requires the scope `me` (it could require more than one scope).

/// note

You don't necessarily need to add different scopes in different places.

We are doing it here to demonstrate how **FastAPI** handles scopes declared at different levels.

///

{* ../../docs_src/security/tutorial005_an_py310.py hl[5,141,172] *}

/// note | Technical Details

`Security` is actually a subclass of `Depends`, and it has just one extra parameter that we'll see later.",gabriela,0,
q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,20,tutorial/path-operation-configuration-0,tutorial/path-operation-configuration.md,Path Operation Configuration { #path-operation-configuration },"# Path Operation Configuration { #path-operation-configuration }

There are several parameters that you can pass to your *path operation decorator* to configure it.

/// warning

Notice that these parameters are passed directly to the *path operation decorator*, not to your *path operation function*.

///",gabriela,0,
q08,dependencies,How do I add dependencies to a path operation decorator when I do not need their return values?,28,tutorial/path-params-8,tutorial/path-params.md,Predefined values { #predefined-values },"## Predefined values { #predefined-values }

If you have a *path operation* that receives a *path parameter*, but you want the possible valid *path parameter* values to be predefined, you can use a standard Python <abbr title=""Enumeration"">`Enum`</abbr>.",gabriela,0,
q09,dependencies,How can I apply a dependency to every path operation in a FastAPI application?,19,tutorial/bigger-applications-16,tutorial/bigger-applications.md,Import `FastAPI` { #import-fastapi },"### Import `FastAPI` { #import-fastapi }

You import and create a `FastAPI` class as normally.

And we can even declare [global dependencies](dependencies/global-dependencies.md) that will be combined with the dependencies for each `APIRouter`:

{* ../../docs_src/bigger_applications/app_an_py310/main.py hl[1,3,7] title[""app/main.py""] *}",gabriela,1,
q09,dependencies,How can I apply a dependency to every path operation in a FastAPI application?,23,tutorial/dependencies/dependencies-in-path-operation-decorators-0,tutorial/dependencies/dependencies-in-path-operation-decorators.md,Dependencies in path operation decorators { #dependencies-in-path-operation-decorators },"# Dependencies in path operation decorators { #dependencies-in-path-operation-decorators }

In some cases you don't really need the return value of a dependency inside your *path operation function*.

Or the dependency doesn't return a value.

But you still need it to be executed/solved.

For those cases, instead of declaring a *path operation function* parameter with `Depends`, you can add a `list` of `dependencies` to the *path operation decorator*.",gabriela,1,
q14,middleware_cors,How do I configure CORS to allow requests from specific origins in FastAPI?,21,reference/middleware-0,reference/middleware.md,Middleware,"# Middleware

There are several middlewares available provided by Starlette directly.

Read more about them in the [FastAPI docs for Middleware](https://fastapi.tiangolo.com/advanced/middleware/).

::: fastapi.middleware.cors.CORSMiddleware

It can be imported from `fastapi`:

```python
from fastapi.middleware.cors import CORSMiddleware
```

::: fastapi.middleware.gzip.GZipMiddleware

It can be imported from `fastapi`:

```python
from fastapi.middleware.gzip import GZipMiddleware
```

::: fastapi.middleware.httpsredirect.HTTPSRedirectMiddleware

It can be imported from `fastapi`:

```python
from fastapi.middleware.httpsredirect import HTTPSRedirectMiddleware
```

::: fastapi.middleware.trustedhost.TrustedHostMiddleware

It can be imported from `fastapi`:

```python
from fastapi.middleware.trustedhost import TrustedHostMiddleware
```",gabriela,1,
q14,middleware_cors,How do I configure CORS to allow requests from specific origins in FastAPI?,31,tutorial/cors-8,tutorial/cors.md,Simple requests { #simple-requests },"### Simple requests { #simple-requests }

Any request with an `Origin` header. In this case the middleware will pass the request through as normal, but will include appropriate CORS headers on the response.",gabriela,0,
q16,middleware_cors,How can I configure trusted hosts or HTTPS redirection middleware in FastAPI?,5,advanced/middleware-2,advanced/middleware.md,Integrated middlewares { #integrated-middlewares },"## Integrated middlewares { #integrated-middlewares }

**FastAPI** includes several middlewares for common use cases, we'll see next how to use them.

/// note | Technical Details

For the next examples, you could also use `from starlette.middleware.something import SomethingMiddleware`.

**FastAPI** provides several middlewares in `fastapi.middleware` just as a convenience for you, the developer. But most of the available middlewares come directly from Starlette.

///",gabriela,1,
q22,deployment,What are workers and when should I use multiple worker processes to run FastAPI?,2,deployment/concepts-5,deployment/concepts.md,What is a Process { #what-is-a-process },"### What is a Process { #what-is-a-process }

The word **process** is normally used in a more specific way, only referring to the thing that is running in the operating system (like in the last point above):

* A particular program while it is **running** on the operating system.
    * This doesn't refer to the file, nor to the code, it refers **specifically** to the thing that is being **executed** and managed by the operating system.
* Any program, any code, **can only do things** when it is being **executed**. So, when there's a **process running**.
* The process can be **terminated** (or ""killed"") by you, or by the operating system. At that point, it stops running/being executed, and it can **no longer do things**.
* Each application that you have running on your computer has some process behind it, each running program, each window, etc. And there are normally many processes running **at the same time** while a computer is on.
* There can be **multiple processes** of the **same program** running at the same time.

If you check out the ""task manager"" or ""system monitor"" (or similar tools) in your operating system, you will be able to see many of those processes running.

And, for example, you will probably see that there are multiple processes running the same browser program (Firefox, Chrome, Edge, etc). They normally run one process per tab, plus some other extra processes.

<img class=""shadow"" src=""/img/deployment/concepts/image01.png"">

---",gabriela,1,
q22,deployment,What are workers and when should I use multiple worker processes to run FastAPI?,28,tutorial/bigger-applications-0,tutorial/bigger-applications.md,Bigger Applications - Multiple Files { #bigger-applications-multiple-files },"# Bigger Applications - Multiple Files { #bigger-applications-multiple-files }

If you are building an application or a web API, it's rarely the case that you can put everything in a single file.

**FastAPI** provides a convenience tool to structure your application while keeping all the flexibility.

/// note

If you come from Flask, this would be the equivalent of Flask's Blueprints.

///",gabriela,0,
q23,deployment,"What deployment concepts should I consider for startup, restarts, replication, memory, and HTTPS?",4,deployment/concepts-27,deployment/concepts.md,Examples of Previous Steps Strategies { #examples-of-previous-steps-strategies },"### Examples of Previous Steps Strategies { #examples-of-previous-steps-strategies }

This will **depend heavily** on the way you **deploy your system**, and it would probably be connected to the way you start programs, handling restarts, etc.

Here are some possible ideas:

* An ""Init Container"" in Kubernetes that runs before your app container
* A bash script that runs the previous steps and then starts your application
    * You would still need a way to start/restart *that* bash script, detect errors, etc.

/// tip

I'll give you more concrete examples for doing this with containers in a future chapter: [FastAPI in Containers - Docker](docker.md).

///",gabriela,1,
q23,deployment,"What deployment concepts should I consider for startup, restarts, replication, memory, and HTTPS?",28,deployment/server-workers-0,deployment/server-workers.md,Server Workers - Uvicorn with Workers { #server-workers-uvicorn-with-workers },"# Server Workers - Uvicorn with Workers { #server-workers-uvicorn-with-workers }

Let's check back those deployment concepts from before:

* Security - HTTPS
* Running on startup
* Restarts
* **Replication (the number of processes running)**
* Memory
* Previous steps before starting

Up to this point, with all the tutorials in the docs, you have probably been running a **server program**, for example, using the `fastapi` command, that runs Uvicorn, running a **single process**.

When deploying applications you will probably want to have some **replication of processes** to take advantage of **multiple cores** and to be able to handle more requests.

As you saw in the previous chapter about [Deployment Concepts](concepts.md), there are multiple strategies you can use.

Here I'll show you how to use **Uvicorn** with **worker processes** using the `fastapi` command or the `uvicorn` command directly.

/// note

If you are using containers, for example with Docker or Kubernetes, I'll tell you more about that in the next chapter: [FastAPI in Containers - Docker](docker.md).

In particular, when running on **Kubernetes** you will probably **not** want to use workers and instead run **a single Uvicorn process per container**, but I'll tell you about it later in that chapter.

///",gabriela,1,
q24,deployment,How should FastAPI be configured when it runs behind a proxy that adds a path prefix?,2,advanced/sub-applications-6,advanced/sub-applications.md,Technical Details: `root_path` { #technical-details-root-path },"### Technical Details: `root_path` { #technical-details-root-path }

When you mount a sub-application as described above, FastAPI will take care of communicating the mount path for the sub-application using a mechanism from the ASGI specification called a `root_path`.

That way, the sub-application will know to use that path prefix for the docs UI.

And the sub-application could also have its own mounted sub-applications and everything would work correctly, because FastAPI handles all these `root_path`s automatically.

You will learn more about the `root_path` and how to use it explicitly in the section about [Behind a Proxy](behind-a-proxy.md).",gabriela,1,
q24,deployment,How should FastAPI be configured when it runs behind a proxy that adds a path prefix?,6,advanced/behind-a-proxy-5,advanced/behind-a-proxy.md,How Proxy Forwarded Headers Work { #how-proxy-forwarded-headers-work },"When **FastAPI CLI** is configured with `--forwarded-allow-ips`, it trusts these headers and uses them, for example to generate the correct URLs in redirects.",gabriela,1,
q24,deployment,How should FastAPI be configured when it runs behind a proxy that adds a path prefix?,19,advanced/behind-a-proxy-2,advanced/behind-a-proxy.md,Enable Proxy Forwarded Headers { #enable-proxy-forwarded-headers },"### Enable Proxy Forwarded Headers { #enable-proxy-forwarded-headers }

You can start FastAPI CLI with the *CLI Option* `--forwarded-allow-ips` and pass the IP addresses that should be trusted to read those forwarded headers.

If you set it to `--forwarded-allow-ips=""*""` it would trust all the incoming IPs.

If your **server** is behind a trusted **proxy** and only the proxy talks to it, this would make it accept whatever is the IP of that **proxy**.

<div class=""termy"">

```console
$ uv run fastapi run --forwarded-allow-ips=""*""

<span style=""color: green;"">INFO</span>:     Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
```

</div>",gabriela,1,
q24,deployment,How should FastAPI be configured when it runs behind a proxy that adds a path prefix?,25,advanced/behind-a-proxy-13,advanced/behind-a-proxy.md,About proxies with a stripped path prefix { #about-proxies-with-a-stripped-path-prefix },"## About proxies with a stripped path prefix { #about-proxies-with-a-stripped-path-prefix }

Keep in mind that a proxy with stripped path prefix is only one of the ways to configure it.

Probably in many cases the default will be that the proxy doesn't have a stripped path prefix.

In a case like that (without a stripped path prefix), the proxy would listen on something like `https://myawesomeapp.com`, and then if the browser goes to `https://myawesomeapp.com/api/v1/app` and your server (e.g. Uvicorn) listens on `http://127.0.0.1:8000` the proxy (without a stripped path prefix) would access Uvicorn at the same path: `http://127.0.0.1:8000/api/v1/app`.",gabriela,1,
