query_id,category,question,candidate_order,chunk_id,source_path,section_title,content,adjudicator,adjudicated_relevance,adjudication_notes
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,10,tutorial/header-param-models-5,tutorial/header-param-models.md,Summary { #summary },"## Summary { #summary }

You can use **Pydantic models** to declare **headers** in **FastAPI**. 😎",wilson,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,13,tutorial/cookie-param-models-1,tutorial/cookie-param-models.md,Cookies with a Pydantic Model { #cookies-with-a-pydantic-model },"## Cookies with a Pydantic Model { #cookies-with-a-pydantic-model }

Declare the **cookie** parameters that you need in a **Pydantic model**, and then declare the parameter as `Cookie`:

{* ../../docs_src/cookie_param_models/tutorial001_an_py310.py hl[9:12,16] *}

**FastAPI** will **extract** the data for **each field** from the **cookies** received in the request and give you the Pydantic model you defined.",gabriela,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,17,alternatives-22,alternatives.md,[Pydantic](https://pydantic.dev/docs/) { #pydantic },"### [Pydantic](https://pydantic.dev/docs/) { #pydantic }

Pydantic is a library to define data validation, serialization and documentation (using JSON Schema) based on Python type hints.

That makes it extremely intuitive.

It is comparable to Marshmallow. Although it's faster than Marshmallow in benchmarks. And as it is based on the same Python type hints, the editor support is great.

/// tip | **FastAPI** uses it to

Handle all the data validation, data serialization and automatic model documentation (based on JSON Schema).

**FastAPI** then takes that JSON Schema data and puts it in OpenAPI, apart from all the other things it does.

///",matheus,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,21,advanced/additional-responses-1,advanced/additional-responses.md,Additional Response with `model` { #additional-response-with-model },"## Additional Response with `model` { #additional-response-with-model }

You can pass to your *path operation decorators* a parameter `responses`.

It receives a `dict`: the keys are status codes for each response (like `200`), and the values are other `dict`s with the information for each of them.

Each of those response `dict`s can have a key `model`, containing a Pydantic model, just like `response_model`.

**FastAPI** will take that model, generate its JSON Schema and include it in the correct place in OpenAPI.

For example, to declare another response with a status code `404` and a Pydantic model `Message`, you can write:

{* ../../docs_src/additional_responses/tutorial001_py310.py hl[18,22] *}

/// note

Keep in mind that you have to return the `JSONResponse` directly.

///

/// note

The `model` key is not part of OpenAPI.

**FastAPI** will take the Pydantic model from there, generate the JSON Schema, and put it in the correct place.

The correct place is:",matheus,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,23,tutorial/query-param-models-4,tutorial/query-param-models.md,Summary { #summary },"## Summary { #summary }

You can use **Pydantic models** to declare **query parameters** in **FastAPI**. 😎

/// tip

Spoiler alert: you can also use Pydantic models to declare cookies and headers, but you will read about that later in the tutorial. 🤫

///",matheus,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,24,tutorial/request-form-models-4,tutorial/request-form-models.md,Summary { #summary },"## Summary { #summary }

You can use Pydantic models to declare form fields in FastAPI. 😎",gabriela,0,
q03,tutorial,How do I define a request body using a Pydantic model in FastAPI?,29,tutorial/body-nested-models-6,tutorial/body-nested-models.md,Define a submodel { #define-a-submodel },"### Define a submodel { #define-a-submodel }

For example, we can define an `Image` model:

{* ../../docs_src/body_nested_models/tutorial004_py310.py hl[7:9] *}",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,3,tutorial/response-status-code-1,tutorial/response-status-code.md,About HTTP status codes { #about-http-status-codes },"## About HTTP status codes { #about-http-status-codes }

/// note

If you already know what HTTP status codes are, skip to the next section.

///

In HTTP, you send a numeric status code of 3 digits as part of the response.

These status codes have an associated name to help recognize them, but the important part is the number.

In short:

* `100 - 199` are for ""Information"". You rarely use them directly.  Responses with these status codes cannot have a body.
* **`200 - 299`** are for ""Successful"" responses. These are the ones you would use the most.
    * `200` is the default status code, which means everything was ""OK"".
    * Another example would be `201`, ""Created"". It is commonly used after creating a new record in the database.
    * A special case is `204`, ""No Content"".  This response is used when there is no content to return to the client, and so the response must not have a body.
* **`300 - 399`** are for ""Redirection"".  Responses with these status codes may or may not have a body, except for `304`, ""Not Modified"", which must not have one.
* **`400 - 499`** are for ""Client error"" responses. These are the second type you would probably use the most.
    * An example is `404`, for a ""Not Found"" response.
    * For generic errors from the client, you can just use `400`.
* `500 - 599` are for server errors. You almost never use them directly. When something goes wrong at some part in your application code, or server, it will automatically return one of these status codes.

/// tip",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,4,tutorial/handling-errors-9,tutorial/handling-errors.md,Override the `HTTPException` error handler { #override-the-httpexception-error-handler },"### Override the `HTTPException` error handler { #override-the-httpexception-error-handler }

The same way, you can override the `HTTPException` handler.

For example, you could want to return a plain text response instead of JSON for these errors:

{* ../../docs_src/handling_errors/tutorial004_py310.py hl[3:4,9:11,25] *}

/// note | Technical Details

You could also use `from starlette.responses import PlainTextResponse`.

**FastAPI** provides the same `starlette.responses` as `fastapi.responses` just as a convenience for you, the developer. But most of the available responses come directly from Starlette.

///

/// warning

Have in mind that the `RequestValidationError` contains the information of the file name and line where the validation error happens so that you can show it in your logs with the relevant information if you want to.

But that means that if you just convert it to a string and return that information directly, you could be leaking a bit of information about your system, that's why here the code extracts and shows each error independently.

///",gabriela,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,5,advanced/custom-response-8,advanced/custom-response.md,`Response` { #response },"### `Response` { #response }

The main `Response` class, all the other responses inherit from it.

You can return it directly.

It accepts the following parameters:

* `content` - A `str` or `bytes`.
* `status_code` - An `int` HTTP status code.
* `headers` - A `dict` of strings.
* `media_type` - A `str` giving the media type. E.g. `""text/html""`.

FastAPI (actually Starlette) will automatically include a Content-Length header. It will also include a Content-Type header, based on the `media_type` and appending a charset for text types.

{* ../../docs_src/response_directly/tutorial002_py310.py hl[1,18] *}",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,6,advanced/additional-responses-1,advanced/additional-responses.md,Additional Response with `model` { #additional-response-with-model },"## Additional Response with `model` { #additional-response-with-model }

You can pass to your *path operation decorators* a parameter `responses`.

It receives a `dict`: the keys are status codes for each response (like `200`), and the values are other `dict`s with the information for each of them.

Each of those response `dict`s can have a key `model`, containing a Pydantic model, just like `response_model`.

**FastAPI** will take that model, generate its JSON Schema and include it in the correct place in OpenAPI.

For example, to declare another response with a status code `404` and a Pydantic model `Message`, you can write:

{* ../../docs_src/additional_responses/tutorial001_py310.py hl[18,22] *}

/// note

Keep in mind that you have to return the `JSONResponse` directly.

///

/// note

The `model` key is not part of OpenAPI.

**FastAPI** will take the Pydantic model from there, generate the JSON Schema, and put it in the correct place.

The correct place is:",yann,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,7,how-to/authentication-error-status-code-0,how-to/authentication-error-status-code.md,Use Old 403 Authentication Error Status Codes { #use-old-403-authentication-error-status-codes },"# Use Old 403 Authentication Error Status Codes { #use-old-403-authentication-error-status-codes }

Before FastAPI version `0.122.0`, when the integrated security utilities returned an error to the client after a failed authentication, they used the HTTP status code `403 Forbidden`.

Starting with FastAPI version `0.122.0`, they use the more appropriate HTTP status code `401 Unauthorized`, and return a sensible `WWW-Authenticate` header in the response, following the HTTP specifications, [RFC 7235](https://datatracker.ietf.org/doc/html/rfc7235#section-3.1), [RFC 9110](https://datatracker.ietf.org/doc/html/rfc9110#name-401-unauthorized).

But if for some reason your clients depend on the old behavior, you can revert to it by overriding the method `make_not_authenticated_error` in your security classes.

For example, you can create a subclass of `HTTPBearer` that returns a `403 Forbidden` error instead of the default `401 Unauthorized` error:

{* ../../docs_src/authentication_error_status_code/tutorial001_an_py310.py hl[9:13] *}

/// tip

Notice that the function returns the exception instance, it doesn't raise it. The raising is done in the rest of the internal code.

///",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,10,advanced/response-directly-3,advanced/response-directly.md,Returning a custom `Response` { #returning-a-custom-response },"## Returning a custom `Response` { #returning-a-custom-response }

The example above shows all the parts you need, but it's not very useful yet, as you could have just returned the `item` directly, and **FastAPI** would put it in a `JSONResponse` for you, converting it to a `dict`, etc. All that by default.

Now, let's see how you could use that to return a custom response.

Let's say that you want to return an [XML](https://en.wikipedia.org/wiki/XML) response.

You could put your XML content in a string, put that in a `Response`, and return it:

{* ../../docs_src/response_directly/tutorial002_py310.py hl[1,18] *}",yann,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,13,tutorial/handling-errors-4,tutorial/handling-errors.md,The resulting response { #the-resulting-response },"### The resulting response { #the-resulting-response }

If the client requests `http://example.com/items/foo` (an `item_id` `""foo""`), that client will receive an HTTP status code of 200, and a JSON response of:

```JSON
{
  ""item"": ""The Foo Wrestlers""
}
```

But if the client requests `http://example.com/items/bar` (a non-existent `item_id` `""bar""`), that client will receive an HTTP status code of 404 (the ""not found"" error), and a JSON response of:

```JSON
{
  ""detail"": ""Item not found""
}
```

/// tip

When raising an `HTTPException`, you can pass any value that can be converted to JSON as the parameter `detail`, not only `str`.

You could pass a `dict`, a `list`, etc.

They are handled automatically by **FastAPI** and converted to JSON.

///",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,15,advanced/custom-response-0,advanced/custom-response.md,"Custom Response - HTML, Stream, File, others { #custom-response-html-stream-file-others }","# Custom Response - HTML, Stream, File, others { #custom-response-html-stream-file-others }

By default, **FastAPI** will return JSON responses.

You can override it by returning a `Response` directly as seen in [Return a Response directly](response-directly.md).

But if you return a `Response` directly (or any subclass, like `JSONResponse`), the data won't be automatically converted (even if you declare a `response_model`), and the documentation won't be automatically generated (for example, including the specific ""media type"", in the HTTP header `Content-Type` as part of the generated OpenAPI).

But you can also declare the `Response` that you want to be used (e.g. any `Response` subclass), in the *path operation decorator* using the `response_class` parameter.

The contents that you return from your *path operation function* will be put inside of that `Response`.

/// note

If you use a response class with no media type, FastAPI will expect your response to have no content, so it will not document the response format in its generated OpenAPI docs.

///",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,18,advanced/response-cookies-1,advanced/response-cookies.md,Use a `Response` parameter { #use-a-response-parameter },"## Use a `Response` parameter { #use-a-response-parameter }

You can declare a parameter of type `Response` in your *path operation function*.

And then you can set cookies in that *temporary* response object.

{* ../../docs_src/response_cookies/tutorial002_py310.py hl[1, 8:9] *}

And then you can return any object you need, as you normally would (a `dict`, a database model, etc).

And if you declared a `response_model`, it will still be used to filter and convert the object you returned.

**FastAPI** will use that *temporary* response to extract the cookies (also headers and status code), and will put them in the final response that contains the value you returned, filtered by any `response_model`.

You can also declare the `Response` parameter in dependencies, and set cookies (and headers) in them.",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,19,reference/status-0,reference/status.md,Status Codes,"# Status Codes

You can import the `status` module from `fastapi`:

```python
from fastapi import status
```

`status` is provided directly by Starlette.

It contains a group of named constants (variables) with integer status codes.

For example:

* 200: `status.HTTP_200_OK`
* 403: `status.HTTP_403_FORBIDDEN`
* etc.

It can be convenient to quickly access HTTP (and WebSocket) status codes in your app, using autocompletion for the name without having to memorize the integer status codes.

Read more about it in the [FastAPI docs about Response Status Code](https://fastapi.tiangolo.com/tutorial/response-status-code/).",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,20,tutorial/path-operation-configuration-6,tutorial/path-operation-configuration.md,Response description { #response-description },"## Response description { #response-description }

You can specify the response description with the parameter `response_description`:

{* ../../docs_src/path_operation_configuration/tutorial005_py310.py hl[18] *}

/// note

Notice that `response_description` refers specifically to the response, the `description` refers to the *path operation* in general.

///

/// tip

OpenAPI specifies that each *path operation* requires a response description.

So, if you don't provide one, **FastAPI** will automatically generate one of ""Successful response"".

///

<img src=""/img/tutorial/path-operation-configuration/image03.png"">",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,21,reference/responses-0,reference/responses.md,"Custom Response Classes - File, HTML, Redirect, Streaming, etc.","# Custom Response Classes - File, HTML, Redirect, Streaming, etc.

There are several custom response classes you can use to create an instance and return them directly from your *path operations*.

Read more about it in the [FastAPI docs for Custom Response - HTML, Stream, File, others](https://fastapi.tiangolo.com/advanced/custom-response/).

You can import them directly from `fastapi.responses`:

```python
from fastapi.responses import (
    FileResponse,
    HTMLResponse,
    JSONResponse,
    ORJSONResponse,
    PlainTextResponse,
    RedirectResponse,
    Response,
    StreamingResponse,
    UJSONResponse,
)
```",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,25,advanced/custom-response-4,advanced/custom-response.md,Return a `Response` { #return-a-response },"### Return a `Response` { #return-a-response }

As seen in [Return a Response directly](response-directly.md), you can also override the response directly in your *path operation*, by returning it.

The same example from above, returning an `HTMLResponse`, could look like:

{* ../../docs_src/custom_response/tutorial003_py310.py hl[2,7,19] *}

/// warning

A `Response` returned directly by your *path operation function* won't be documented in OpenAPI (for example, the `Content-Type` won't be documented) and won't be visible in the automatic interactive docs.

///

/// note

Of course, the actual `Content-Type` header, status code, etc, will come from the `Response` object you returned.

///",gabriela,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,27,advanced/response-directly-2,advanced/response-directly.md,Using the `jsonable_encoder` in a `Response` { #using-the-jsonable-encoder-in-a-response },"## Using the `jsonable_encoder` in a `Response` { #using-the-jsonable-encoder-in-a-response }

Because **FastAPI** doesn't make any changes to a `Response` you return, you have to make sure its contents are ready for it.

For example, you cannot put a Pydantic model in a `JSONResponse` without first converting it to a `dict` with all the data types (like `datetime`, `UUID`, etc) converted to JSON-compatible types.

For those cases, you can use the `jsonable_encoder` to convert your data before passing it to a response:

{* ../../docs_src/response_directly/tutorial001_py310.py hl[5:6,20:21] *}

/// note | Technical Details

You could also use `from starlette.responses import JSONResponse`.

**FastAPI** provides the same `starlette.responses` as `fastapi.responses` just as a convenience for you, the developer. But most of the available responses come directly from Starlette.

///",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,28,advanced/additional-responses-0,advanced/additional-responses.md,Additional Responses in OpenAPI { #additional-responses-in-openapi },"# Additional Responses in OpenAPI { #additional-responses-in-openapi }

/// warning

This is a rather advanced topic.

If you are starting with **FastAPI**, you might not need this.

///

You can declare additional responses, with additional status codes, media types, descriptions, etc.

Those additional responses will be included in the OpenAPI schema, so they will also appear in the API docs.

But for those additional responses you have to make sure you return a `Response` like `JSONResponse` directly, with your status code and content.",matheus,0,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,29,tutorial/response-status-code-2,tutorial/response-status-code.md,About HTTP status codes { #about-http-status-codes },"/// tip

To know more about each status code and which code is for what, check the [<abbr title=""Mozilla Developer Network"">MDN</abbr> documentation about HTTP status codes](https://developer.mozilla.org/en-US/docs/Web/HTTP/Status).

///",matheus,1,
q04,tutorial,How can I customize the response status code of a FastAPI endpoint?,30,advanced/response-headers-1,advanced/response-headers.md,Use a `Response` parameter { #use-a-response-parameter },"## Use a `Response` parameter { #use-a-response-parameter }

You can declare a parameter of type `Response` in your *path operation function* (as you can do for cookies).

And then you can set headers in that *temporary* response object.

{* ../../docs_src/response_headers/tutorial002_py310.py hl[1, 7:8] *}

And then you can return any object you need, as you normally would (a `dict`, a database model, etc).

And if you declared a `response_model`, it will still be used to filter and convert the object you returned.

**FastAPI** will use that *temporary* response to extract the headers (also cookies and status code), and will put them in the final response that contains the value you returned, filtered by any `response_model`.

You can also declare the `Response` parameter in dependencies, and set headers (and cookies) in them.",matheus,1,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,15,advanced/advanced-dependencies-12,advanced/advanced-dependencies.md,"Background Tasks and Dependencies with `yield`, Technical Details { #background-tasks-and-dependencies-with-yield-technical-details }","### Background Tasks and Dependencies with `yield`, Technical Details { #background-tasks-and-dependencies-with-yield-technical-details }

Before FastAPI 0.106.0, raising exceptions after `yield` was not possible, the exit code in dependencies with `yield` was executed *after* the response was sent, so [Exception Handlers](../tutorial/handling-errors.md#install-custom-exception-handlers) would have already run.

This was designed this way mainly to allow using the same objects ""yielded"" by dependencies inside of background tasks, because the exit code would be executed after the background tasks were finished.

This was changed in FastAPI 0.106.0 with the intention to not hold resources while waiting for the response to travel through the network.

/// tip

Additionally, a background task is normally an independent set of logic that should be handled separately, with its own resources (e.g. its own database connection).

So, this way you will probably have cleaner code.

///

If you used to rely on this behavior, now you should create the resources for background tasks inside the background task itself, and use internally only data that doesn't depend on the resources of dependencies with `yield`.

For example, instead of using the same database session, you would create a new database session inside of the background task, and you would obtain the objects from the database using this new session. And then instead of passing the object from the database as a parameter to the background task function, you would pass the ID of that object and then obtain the object again inside the background task function.",gabriela,0,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,17,advanced/websockets-9,advanced/websockets.md,Handling disconnections and multiple clients { #handling-disconnections-and-multiple-clients },"## Handling disconnections and multiple clients { #handling-disconnections-and-multiple-clients }

When a WebSocket connection is closed, the `await websocket.receive_text()` will raise a `WebSocketDisconnect` exception, which you can then catch and handle like in this example.

{* ../../docs_src/websockets_/tutorial003_py310.py hl[79:81] *}

To try it out:

* Open the app with several browser tabs.
* Write messages from them.
* Then close one of the tabs.

That will raise the `WebSocketDisconnect` exception, and all the other clients will receive a message like:

```
Client #1596980209979 left the chat
```

/// tip

The app above is a minimal and simple example to demonstrate how to handle and broadcast messages to several WebSocket connections.

But keep in mind that, as everything is handled in memory, in a single list, it will only work while the process is running, and will only work with a single process.

If you need something easy to integrate with FastAPI but that is more robust, supported by Redis, PostgreSQL or others, check [encode/broadcaster](https://github.com/encode/broadcaster).

///",yann,0,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,18,management-1,management.md,Owner,"## Owner

I, [@tiangolo](https://github.com/tiangolo), am the creator and owner of the FastAPI repository. 🤓

I normally give the final review to each PR before merging them. I make the final decisions on the project, I'm the [<abbr title=""Benevolent Dictator For Life"">BDFL</abbr>](https://en.wikipedia.org/wiki/Benevolent_dictator_for_life). 😅",gabriela,0,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,20,tutorial/dependencies/dependencies-in-path-operation-decorators-2,tutorial/dependencies/dependencies-in-path-operation-decorators.md,Dependencies errors and return values { #dependencies-errors-and-return-values },"## Dependencies errors and return values { #dependencies-errors-and-return-values }

You can use the same dependency *functions* you use normally.",gabriela,0,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,25,advanced/websockets-7,advanced/websockets.md,Using `Depends` and others { #using-depends-and-others },"## Using `Depends` and others { #using-depends-and-others }

In WebSocket endpoints you can import from `fastapi` and use:

* `Depends`
* `Security`
* `Cookie`
* `Header`
* `Path`
* `Query`

They work the same way as for other FastAPI endpoints/*path operations*:

{* ../../docs_src/websockets_/tutorial002_an_py310.py hl[68:69,82] *}

/// note

As this is a WebSocket it doesn't really make sense to raise an `HTTPException`, instead we raise a `WebSocketException`.

You can use a closing code from the [valid codes defined in the specification](https://tools.ietf.org/html/rfc6455#section-7.4.1).

///",yann,0,
q05,tutorial,How should I handle errors and raise HTTP exceptions in FastAPI?,30,index-35,index.md,Recap { #recap },"---

Coming back to the previous code example, **FastAPI** will:

* Validate that there is an `item_id` in the path for `GET` and `PUT` requests.
* Validate that the `item_id` is of type `int` for `GET` and `PUT` requests.
    * If it is not, the client will see a useful, clear error.
* Check if there is an optional query parameter named `q` (as in `http://127.0.0.1:8000/items/foo?q=somequery`) for `GET` requests.
    * As the `q` parameter is declared with `= None`, it is optional.
    * Without the `None` it would be required (as is the body in the case with `PUT`).
* For `PUT` requests to `/items/{item_id}`, read the body as JSON:
    * Check that it has a required attribute `name` that should be a `str`.
    * Check that it has a required attribute `price` that has to be a `float`.
    * Check that it has an optional attribute `is_offer`, that should be a `bool`, if present.
    * All this would also work for deeply nested JSON objects.
* Convert from and to JSON automatically.
* Document everything with OpenAPI, that can be used by:
    * Interactive documentation systems.
    * Automatic client code generation systems, for many languages.
* Provide 2 interactive documentation web interfaces directly.

---

We just scratched the surface, but you already get the idea of how it all works.

Try changing the line with:

```Python
    return {""item_name"": item.name, ""item_id"": item_id}
```

...from:",matheus,0,
q06,dependencies,How do I declare a reusable dependency with Depends in FastAPI?,4,advanced/testing-dependencies-3,advanced/testing-dependencies.md,Use the `app.dependency_overrides` attribute { #use-the-app-dependency-overrides-attribute },"### Use the `app.dependency_overrides` attribute { #use-the-app-dependency-overrides-attribute }

For these cases, your **FastAPI** application has an attribute `app.dependency_overrides`, it is a simple `dict`.

To override a dependency for testing, you put as a key the original dependency (a function), and as the value, your dependency override (another function).

And then **FastAPI** will call that override instead of the original dependency.

{* ../../docs_src/dependency_testing/tutorial001_an_py310.py hl[26:27,30] *}

/// tip

You can set a dependency override for a dependency used anywhere in your **FastAPI** application.

The original dependency could be used in a *path operation function*, a *path operation decorator* (when you don't use the return value), a `.include_router()` call, etc.

FastAPI will still be able to override it.

///

Then you can reset your overrides (remove them) by setting `app.dependency_overrides` to be an empty `dict`:

```Python
app.dependency_overrides = {}
```

/// tip

If you want to override a dependency only during some tests, you can set the override at the beginning of the test (inside the test function) and reset it at the end (at the end of the test function).

///",matheus,0,
